fisier,idx,sub,label,scor_propriu,scor_inainte,scor_inapoi,scor_max,best_idx
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,1,1,propriu,15,9,,15,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,2,1,propriu,10,4,8,10,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,3,1,propriu,15,1,3,15,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,4,1,propriu,15,0,0,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,5,1,propriu,8,2,2,8,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,6,1,propriu,24,4,3,24,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,7,1,propriu,13,2,0,13,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia1-documente-formatare.html,8,1,propriu,25,,5,25,8
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,1,1,propriu,18,13,,18,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,2,1,propriu,21,11,12,21,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,3,1,decalat_inapoi,9,5,14,14,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,4,1,propriu,19,9,7,19,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,5,1,propriu,19,14,7,19,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,6,1,propriu,23,15,15,23,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia2-stiluri-sabloane.html,7,1,altul,8,,5,17,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia3-cv-portofoliu.html,1,1,propriu,14,6,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia3-cv-portofoliu.html,2,1,decalat_inapoi,6,4,10,10,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia3-cv-portofoliu.html,3,1,propriu,18,3,7,18,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia3-cv-portofoliu.html,4,1,decalat_inapoi,5,2,7,7,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia3-cv-portofoliu.html,5,1,propriu,21,13,4,21,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m1-procesare-text\lectia3-cv-portofoliu.html,6,1,propriu,17,,15,17,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,1,1,propriu,11,1,,11,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,2,1,propriu,16,2,2,16,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,3,1,propriu,11,4,4,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,4,1,propriu,11,6,4,11,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,5,1,propriu,18,4,8,18,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia1-tabel-formule.html,6,1,propriu,11,,7,11,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,1,1,propriu,9,3,,9,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,2,1,propriu,12,2,4,12,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,3,1,propriu,12,6,3,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,4,1,propriu,18,5,5,18,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,5,1,propriu,13,0,1,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,6,1,propriu,22,8,4,22,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia2-functii-diagrame.html,7,1,propriu,16,,6,16,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia3-evidenta-buget.html,1,1,propriu,17,6,,17,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia3-evidenta-buget.html,2,1,propriu,9,6,6,9,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia3-evidenta-buget.html,3,1,propriu,12,5,4,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia3-evidenta-buget.html,4,1,propriu,21,5,8,21,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia3-evidenta-buget.html,5,1,propriu,16,8,6,16,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m2-calcul-tabelar\lectia3-evidenta-buget.html,6,1,altul,5,,2,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia1-editor-straturi.html,1,1,propriu,14,3,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia1-editor-straturi.html,2,1,propriu,20,5,1,20,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia1-editor-straturi.html,3,1,propriu,13,4,7,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia1-editor-straturi.html,4,1,propriu,22,3,6,22,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia1-editor-straturi.html,5,1,propriu,10,9,3,10,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia1-editor-straturi.html,6,1,propriu,15,,7,15,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,1,1,propriu,13,6,,13,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,2,1,propriu,15,6,6,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,3,1,propriu,11,4,6,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,4,1,propriu,13,2,3,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,5,1,propriu,11,5,0,11,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,6,1,propriu,14,10,8,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia2-ajustari-corectii.html,7,1,propriu,12,,10,12,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia3-export-pregatire.html,1,1,propriu,16,9,,16,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia3-export-pregatire.html,2,1,propriu,15,8,4,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia3-export-pregatire.html,3,1,altul,10,6,3,11,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia3-export-pregatire.html,4,1,propriu,17,5,5,17,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia3-export-pregatire.html,5,1,propriu,16,10,5,16,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls10\m3-editare-imagine\lectia3-export-pregatire.html,6,1,propriu,12,,11,12,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia1-cai-forme.html,1,1,propriu,14,5,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia1-cai-forme.html,2,1,propriu,13,4,8,13,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia1-cai-forme.html,3,1,propriu,16,6,1,16,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia1-cai-forme.html,4,1,propriu,13,0,6,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia1-cai-forme.html,5,1,decalat_inapoi,6,10,12,12,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia1-cai-forme.html,6,1,propriu,14,,3,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia2-text-compozitie.html,1,1,propriu,9,9,,9,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia2-text-compozitie.html,2,1,propriu,23,3,2,23,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia2-text-compozitie.html,3,1,propriu,19,8,3,19,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia2-text-compozitie.html,4,1,propriu,14,5,4,14,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia2-text-compozitie.html,5,1,propriu,18,8,1,18,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia2-text-compozitie.html,6,1,altul,10,,8,14,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia3-logo-afis.html,1,1,propriu,13,3,,13,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia3-logo-afis.html,2,1,propriu,14,6,5,14,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia3-logo-afis.html,3,1,propriu,11,8,2,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia3-logo-afis.html,4,1,propriu,18,4,10,18,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia3-logo-afis.html,5,1,propriu,9,5,5,9,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m1-grafica-vectoriala\lectia3-logo-afis.html,6,1,altul,9,,7,12,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia1-prezentare-eficienta.html,1,1,propriu,11,4,,11,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia1-prezentare-eficienta.html,2,1,propriu,9,2,4,9,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia1-prezentare-eficienta.html,3,1,decalat_inapoi,3,3,14,14,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia1-prezentare-eficienta.html,4,1,propriu,8,2,2,8,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia1-prezentare-eficienta.html,5,1,propriu,15,6,3,15,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia1-prezentare-eficienta.html,6,1,propriu,12,,2,12,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,1,1,propriu,11,2,,11,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,2,1,propriu,7,0,5,7,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,3,1,propriu,13,4,7,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,4,1,altul,15,4,5,16,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,5,1,propriu,14,7,4,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,6,1,altul,9,8,3,10,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m2-prezentari-multimedia\lectia2-audio-video.html,7,1,propriu,11,,1,11,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia1-html-css-baza.html,1,1,propriu,12,8,,12,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia1-html-css-baza.html,2,1,propriu,18,7,8,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia1-html-css-baza.html,3,1,propriu,5,4,3,5,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia1-html-css-baza.html,4,1,propriu,16,6,11,16,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia1-html-css-baza.html,5,1,propriu,18,8,5,18,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia1-html-css-baza.html,6,1,propriu,11,,10,11,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia2-portofoliu-online.html,1,1,propriu,16,8,,16,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia2-portofoliu-online.html,2,1,propriu,20,1,0,20,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia2-portofoliu-online.html,3,1,propriu,17,5,4,17,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia2-portofoliu-online.html,4,1,propriu,19,2,2,19,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia2-portofoliu-online.html,5,1,propriu,14,8,1,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls11\m3-web-portofoliu\lectia2-portofoliu-online.html,6,1,decalat_inapoi,10,,14,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,1,1,altul,10,8,,13,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,2,1,propriu,17,5,6,17,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,2,2,propriu,12,7,5,12,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,3,1,propriu,12,3,9,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,4,1,propriu,14,3,5,14,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,4,2,altul,11,3,4,12,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,5,1,propriu,12,5,3,12,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,5,2,propriu,15,4,3,15,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,6,1,propriu,16,8,6,16,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,6,2,propriu,16,6,4,16,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia1-forme-comunicare.html,7,1,altul,8,,9,12,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,1,1,propriu,14,11,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,2,1,propriu,17,12,8,17,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,3,1,propriu,15,6,8,15,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,4,1,propriu,13,6,2,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,4,2,propriu,7,3,5,7,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,5,1,propriu,15,8,4,15,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,5,2,propriu,15,4,8,15,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,6,1,propriu,17,7,6,17,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia10-tehnologii-emergente.html,7,1,altul,9,,7,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,1,1,propriu,12,7,,12,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,2,1,propriu,15,4,5,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,3,1,propriu,16,9,3,16,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,4,1,propriu,15,6,10,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,4,2,propriu,13,5,7,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,5,1,propriu,14,2,7,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,5,2,decalat_inainte,7,8,4,8,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia2-email-neticheta.html,6,1,propriu,12,,2,12,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,1,1,propriu,17,9,,17,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,2,1,propriu,14,7,7,14,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,3,1,propriu,17,7,5,17,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,4,1,propriu,20,8,11,20,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,4,2,propriu,11,6,7,11,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,5,1,propriu,13,7,5,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,6,1,propriu,26,8,4,26,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,6,2,propriu,18,12,5,18,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia3-gestionare-mesaje-risc.html,7,1,decalat_inapoi,7,,18,18,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,1,1,propriu,12,9,,12,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,2,1,propriu,11,6,7,11,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,2,2,propriu,16,6,13,16,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,3,1,propriu,11,5,4,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,4,1,propriu,20,3,11,20,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,5,1,propriu,12,7,3,12,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,6,1,propriu,21,,5,21,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia4-resurse-partajate.html,6,2,propriu,15,,5,15,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,1,1,propriu,14,6,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,2,1,propriu,15,7,7,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,3,1,propriu,15,3,7,15,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,4,1,propriu,16,5,7,16,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,4,2,propriu,15,2,3,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,5,1,propriu,17,9,2,17,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,6,1,propriu,19,10,7,19,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,6,2,propriu,16,6,2,16,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia5-platforme-invatare.html,7,1,decalat_inapoi,7,,12,12,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,1,1,propriu,12,2,,12,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,2,1,propriu,12,7,9,12,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,3,1,propriu,11,7,2,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,4,1,propriu,18,9,6,18,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,5,1,propriu,14,5,5,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,6,1,propriu,15,7,4,15,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia6-ia-ce-este.html,7,1,propriu,12,,10,12,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia7-ia-date-bias.html,1,1,propriu,17,7,,17,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia7-ia-date-bias.html,2,1,propriu,15,10,8,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia7-ia-date-bias.html,3,1,propriu,12,5,5,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia7-ia-date-bias.html,4,1,propriu,19,12,5,19,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia7-ia-date-bias.html,5,1,propriu,21,5,8,21,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia7-ia-date-bias.html,6,1,propriu,15,,8,15,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,1,1,propriu,16,3,,16,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,2,1,propriu,14,8,10,14,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,3,1,propriu,13,9,10,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,4,1,propriu,19,12,6,19,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,4,2,propriu,16,14,12,16,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,5,1,decalat_inapoi,13,13,15,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,5,2,propriu,15,4,7,15,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,6,1,propriu,14,7,9,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia8-modele-generative.html,7,1,altul,11,,12,16,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,1,1,propriu,19,8,,19,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,2,1,propriu,10,8,10,10,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,2,2,propriu,15,3,6,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,3,1,propriu,14,5,4,14,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,3,2,propriu,21,3,7,21,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,4,1,propriu,19,5,9,19,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,5,1,propriu,20,7,4,20,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,5,2,propriu,14,2,2,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,6,1,propriu,14,3,2,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m1-societate-digitala\lectia9-ia-responsabila.html,7,1,propriu,13,,5,13,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,1,1,propriu,14,8,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,2,1,propriu,12,7,5,12,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,3,1,propriu,14,8,5,14,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,4,1,decalat_inainte,12,16,6,16,5
