fisier,idx,sub,label,scor_propriu,scor_inainte,scor_inapoi,scor_max,best_idx
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,5,1,propriu,13,9,8,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,6,1,propriu,16,12,7,16,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia1-text-ascii-unicode.html,7,1,propriu,17,,9,17,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,1,1,propriu,14,7,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,2,1,decalat_inapoi,11,6,18,18,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,2,2,propriu,12,6,5,12,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,3,1,propriu,24,12,5,24,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,4,1,propriu,13,9,6,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,4,2,propriu,13,8,4,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,5,1,propriu,8,1,8,8,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,6,1,altul,14,11,10,16,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia2-formatare-profesionala.html,7,1,altul,17,,9,26,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,1,1,propriu,16,4,,16,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,2,1,propriu,16,12,9,16,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,3,1,propriu,23,14,10,23,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,4,1,propriu,20,19,17,20,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,4,2,propriu,23,17,14,23,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,5,1,propriu,17,12,17,17,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,6,1,propriu,14,13,6,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia3-aspect-pagina.html,7,1,propriu,13,,9,13,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,1,1,propriu,16,7,,16,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,2,1,propriu,15,11,9,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,3,1,propriu,11,9,6,11,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,3,2,propriu,12,8,4,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,4,1,propriu,15,11,13,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,5,1,propriu,13,1,8,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,6,1,propriu,14,7,3,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,7,1,propriu,18,,3,18,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia4-documente-lungi.html,7,2,propriu,11,,2,11,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,1,1,propriu,14,7,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,2,1,altul,11,10,8,13,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,3,1,propriu,18,7,7,18,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,3,2,propriu,13,7,8,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,4,1,propriu,14,10,8,14,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,5,1,altul,12,9,7,13,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,6,1,propriu,17,12,12,17,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,6,2,propriu,17,8,8,17,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia5-colaborare-document.html,7,1,altul,13,,11,16,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia6-imbinare-corespondenta.html,1,1,altul,11,8,,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia6-imbinare-corespondenta.html,2,1,propriu,18,15,12,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia6-imbinare-corespondenta.html,3,1,propriu,19,7,13,19,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia6-imbinare-corespondenta.html,4,1,propriu,17,13,13,17,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia6-imbinare-corespondenta.html,5,1,propriu,14,9,7,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia6-imbinare-corespondenta.html,6,1,propriu,16,,13,16,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,1,1,propriu,21,13,,21,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,2,1,propriu,16,7,13,16,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,3,1,propriu,21,16,7,21,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,3,2,propriu,12,9,8,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,4,1,propriu,23,8,21,23,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,5,1,propriu,17,13,10,17,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,5,2,propriu,19,5,6,19,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia7-ecuatii-campuri-ia.html,6,1,propriu,22,,7,22,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,1,1,propriu,20,8,,20,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,2,1,propriu,18,7,4,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,2,2,propriu,18,7,9,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,3,1,propriu,16,13,7,16,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,4,1,decalat_inapoi,16,13,18,18,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,4,2,propriu,18,3,7,18,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,5,1,propriu,19,7,8,19,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia8-prezentari-baze.html,6,1,altul,14,,12,15,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,1,1,propriu,17,14,,17,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,2,1,propriu,22,10,9,22,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,3,1,propriu,20,4,10,20,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,3,2,decalat_inapoi,11,9,13,13,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,4,1,propriu,8,7,7,8,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,5,1,propriu,13,5,6,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,5,2,decalat_inapoi,10,9,11,11,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,6,1,propriu,13,9,10,13,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m2-continuturi-digitale\lectia9-prezentari-interactive.html,7,1,propriu,18,,4,18,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,1,1,propriu,11,7,,11,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,2,1,altul,13,11,14,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,3,1,decalat_inapoi,12,7,14,14,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,4,1,decalat_inapoi,11,7,12,12,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,5,1,propriu,16,13,4,16,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,6,1,decalat_inapoi,7,5,8,8,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,6,2,decalat_inapoi,13,5,18,18,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia1-arhitectura.html,7,1,propriu,16,,10,16,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,1,1,propriu,8,6,,8,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,1,2,propriu,14,6,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,2,1,propriu,13,4,7,13,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,3,1,propriu,16,5,5,16,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,4,1,propriu,14,4,7,14,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,4,2,propriu,14,5,6,14,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,5,1,propriu,9,7,6,9,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,6,1,propriu,13,6,3,13,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,7,1,propriu,18,,4,18,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia10-fisiere-securitate.html,7,2,propriu,13,,9,13,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,1,1,propriu,14,8,,14,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,2,1,decalat_inapoi,10,9,11,11,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,3,1,propriu,17,7,10,17,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,4,1,propriu,18,7,7,18,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,5,1,propriu,18,8,11,18,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,6,1,propriu,19,6,9,19,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia2-procesorul.html,7,1,propriu,19,,11,19,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,1,1,propriu,15,6,,15,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,2,1,propriu,18,12,9,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,3,1,propriu,13,3,4,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,3,2,propriu,14,10,12,14,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,4,1,propriu,15,7,9,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,4,2,propriu,20,9,12,20,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,5,1,propriu,17,9,10,17,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia3-memoria.html,6,1,altul,10,,12,20,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,1,1,propriu,17,7,,17,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,2,1,propriu,18,10,3,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,2,2,propriu,15,10,4,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,3,1,propriu,18,8,15,18,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,4,1,propriu,15,7,1,15,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,5,1,propriu,16,5,5,16,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,5,2,decalat_inainte,9,12,4,12,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,6,1,propriu,14,10,7,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,6,2,propriu,15,2,4,15,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia4-stocarea.html,7,1,decalat_inapoi,13,,15,15,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,1,1,altul,12,5,,14,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,2,1,propriu,13,7,3,13,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,2,2,propriu,8,3,1,8,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,3,1,propriu,14,8,4,14,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,4,1,propriu,24,5,5,24,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,4,2,propriu,12,8,7,12,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,5,1,propriu,14,10,5,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,6,1,propriu,13,9,7,13,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,6,2,propriu,14,8,9,14,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia5-placa-baza-interfete.html,7,1,altul,9,,7,19,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,1,1,propriu,17,5,,17,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,2,1,propriu,18,8,6,18,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,3,1,propriu,15,5,5,15,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,4,1,propriu,18,6,5,18,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,5,1,propriu,13,9,4,13,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,6,1,propriu,11,8,3,11,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,6,2,propriu,17,11,6,17,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,7,1,propriu,11,,7,11,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia6-periferice-intrare.html,7,2,propriu,18,,16,18,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,1,1,propriu,11,11,,11,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,2,1,propriu,19,8,5,19,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,2,2,propriu,15,7,7,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,3,1,propriu,18,6,4,18,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,4,1,propriu,20,5,7,20,4
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,5,1,propriu,14,6,3,14,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,6,1,propriu,17,7,5,17,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,6,2,propriu,8,1,3,8,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia7-periferice-iesire.html,7,1,propriu,10,,3,10,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,1,1,propriu,19,12,,19,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,2,1,propriu,20,9,9,20,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,2,2,propriu,16,4,5,16,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,3,1,propriu,13,6,6,13,3
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,4,1,decalat_inainte,18,19,7,19,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,5,1,propriu,16,11,11,16,5
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,6,1,propriu,13,7,10,13,6
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia8-alimentare-racire.html,7,1,propriu,19,,2,19,7
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia9-sistemul-de-operare.html,1,1,propriu,12,8,,12,1
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia9-sistemul-de-operare.html,2,1,propriu,15,4,5,15,2
C:\00\Projects\LearningHub\content\liceu\artistic\cls9\m3-sisteme-de-calcul\lectia9-sistemul-de-operare.html,3,1,propriu,17,13,11,17,3
